Company,Peak Date,Peak Price,Status,Category,Sector,Industry,Market Cap (Cr),Market Cap Category
ITC,2023-03-08,392.4,New ATH,0,Consumer Goods,FMCG – Tobacco & Foods,510400.0,Large Cap
HAL,2023-03-08,1431.62,New ATH,0,Defense & Aerospace,Defence Manufacturing,303958.0,Large Cap
PFC,2023-03-08,134.72,New ATH,0,Financial Services,Power Finance & Infrastructure Finance,135931.0,Large Cap
MAXHEALTH,2023-03-15,468.7,New ATH,0,Healthcare,Hospitals & Healthcare Services,122938.0,Large Cap
ABB,2023-03-21,3412.35,New ATH,0,Capital Goods,Engineering & Electrical Equipment,117694.0,Large Cap
SIEMENS,2023-03-24,3333.45,New ATH,0,Capital Goods,Electrical Equipment & Power Distribution,109379.0,Large Cap
RECLTD,2023-03-09,126.05,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),105210.0,Large Cap
POLYCAB,2023-03-01,3115.9,New ATH,0,Capital Goods,Electrical Cables & Wires,104323.0,Large Cap
CUMMINSIND,2023-03-15,1697.6,New ATH,0,Capital Goods,Engine & Auto Components,99290.0,Large Cap
LINDEINDIA,2023-03-09,4047.65,New ATH,0,Chemicals,Industrial Gases,56434.0,Large Cap
NH,2023-03-17,807.3,New ATH,0,Power,Power Generation,39601.0,Large Cap
APARINDS,2023-03-31,2504.9,New ATH,0,Pharmaceuticals,Pharmaceuticals,38841.0,Large Cap
KAYNES,2023-03-15,974.65,New ATH,0,Capital Goods,Electronics Components & Engineering,37750.0,Large Cap
KEI,2023-03-06,1718.15,New ATH,0,Capital Goods,Cables & Wires,37279.0,Large Cap
BLUESTARCO,2023-03-10,758.75,New ATH,0,Capital Goods,Electrical Equipment,36079.0,Large Cap
MEDANTA,2023-03-31,526.95,New ATH,0,Healthcare,Hospitals & Healthcare Services,35095.0,Large Cap
KPITTECH,2023-03-31,925.1,New ATH,0,Technology,IT Services,34775.0,Large Cap
AIAENG,2023-03-29,2905.4,New ATH,0,Capital Goods,Engineering & Construction,30138.0,Large Cap
PGEL,2023-03-10,142.34,New ATH,0,Utilities,Power Transmission,22823.0,Large Cap
ANANTRAJ,2023-03-21,122.4,New ATH,0,Industrials,Engineering & Construction,19902.0,Mid Cap
TRITURBINE,2023-03-01,344.9,New ATH,0,Industrials,Power Equipment,19381.0,Mid Cap
KSB,2023-03-31,418.96,New ATH,0,Industrials,Engineering - Industrial Equipment,14889.0,Mid Cap
ZENTEC,2023-03-31,328.15,New ATH,0,Technology,IT Services,13777.0,Mid Cap
FINCABLES,2023-03-23,819.45,New ATH,0,Industrials,Cables & Wires,13689.0,Mid Cap
JINDALSAW,2023-03-10,87.32,New ATH,0,Industrials,Engineering - Heavy Electrical Equipment,13643.0,Mid Cap
ACE,2023-03-31,406.9,New ATH,0,Industrials,Industrial Machinery,13543.0,Mid Cap
KIRLOSENG,2023-03-31,396.1,New ATH,0,Industrials,Engineering - Industrial Equipment,13337.0,Mid Cap
TITAGARH,2023-03-31,262.4,New ATH,0,Industrials,Engineering - Rail Equipment,11716.0,Mid Cap
SONATSOFTW,2023-03-31,418.15,New ATH,0,Information Technology,    IT Services - Products,11608.0,Mid Cap
USHAMART,2023-03-29,216.3,New ATH,0,Industrials,                Industrial Machinery,11522.0,Mid Cap
CCL,2023-03-10,579.95,New ATH,0,Consumer Staples,        Packaged Foods & Beverages,11293.0,Mid Cap
RKFORGE,2023-03-31,286.1,New ATH,0,Industrials,                Auto Ancillaries,10832.0,Mid Cap
POWERMECH,2023-03-31,1234.95,New ATH,0,Industrials,Engineering - EPC,9801.0,Mid Cap
TDPOWERSYS,2023-03-23,170.05,New ATH,0,Industrials,Electrical Equipment & Components,8063.0,Mid Cap
TIIL,2023-03-10,1231.05,New ATH,0,Materials, Cement & Construction Materials,7561.0,Mid Cap
IONEXCHANG,2023-03-06,349.56,New ATH,0,Industrials,Chemicals - Water Treatment,6995.0,Mid Cap
HGINFRA,2023-03-23,810.8,New ATH,0,Industrials,Construction & Engineering,6881.0,Mid Cap
AHLUCONT,2023-03-31,576.65,New ATH,0,Industrials, Construction Materials,6780.0,Mid Cap
SUNFLAG,2023-03-20,153.1,New ATH,0,Capital Goods,Steel,5232.0,Mid Cap
MARATHON,2023-03-21,283.95,New ATH,0,Real Estate         ,Residential & Commercial Projects,4897.0,Small Cap
KIRLOSIND,2023-03-24,2443.55,New ATH,0,Industrials,Industrial Machinery,4411.0,Small Cap
JASH,2023-03-10,177.14,New ATH,0,Consumer Cyclical,Home Improvement Retail,3613.0,Small Cap
POCL,2023-03-06,169.82,New ATH,0,Materials           ,Specialty Chemicals & Metal Oxides,3389.0,Small Cap
SDBL,2023-03-31,61.27,New ATH,0,Consumer Defensive  ,Alcoholic Beverages,3003.0,Small Cap
THEJO,2023-03-08,1422.1,New ATH,0,Industrials,Capital Goods - Electrical Components & Equipment,2641.0,Small Cap
VSSL,2023-03-29,200.32,New ATH,0,Industrials,Capital Goods - Industrial Machinery,2587.0,Small Cap
SPECTRUM,2023-03-31,345.0,New ATH,0,Communication Services,Media & Broadcasting,2564.0,Small Cap
ROTO,2023-03-23,51.31,New ATH,0,Industrials,    Machinery,1752.0,Small Cap
FAZE3Q,2023-03-31,316.35,New ATH,0,Information Technology,Software,1664.0,Small Cap
HARIOMPIPE,2023-03-22,496.2,New ATH,0,Industrials,Industrial Machinery,1425.0,Small Cap
BHARATWIRE,2023-03-31,155.2,New ATH,0,Industrials,Wires & Cables  ,1324.0,Small Cap
CONTROLPR,2023-03-27,535.3,New ATH,0,Industrials,Industrial Machinary,1240.0,Small Cap
DREAMFOLKS,2023-03-03,464.15,New ATH,0,Industrials,Business Services  ,747.0,Small Cap
INGERRAND,2023-03-31,2618.95,New ATH,0,Industrials,Engineering - Industrial Equipment,,Unknown
CLSEL,2023-03-22,190.25,New ATH,0,Materials, Specialty Chemicals,,Unknown
KRISHANA,2023-03-01,276.2,New ATH,0,Agriculture,Agriculture & Allied Industries,,Unknown
MBAPL,2023-03-06,334.92,New ATH,0,Industrials         ,Defense & Aerospace Manufacturing,,Unknown
FOSECOIND,2023-03-21,2538.95,New ATH,0,Materials           ,Specialty Chemicals,,Unknown
WONDERLA,2023-03-08,459.5,New ATH,0,Consumer Services,Leisure Facilities,,Unknown
EQUITASBNK,2023-03-03,75.8,New ATH,0,Financials,Financial Services,,Unknown
HDFCBANK,2023-03-09,1630.7,Within 5% of ATH,5,Financial Services,Banks – Private,1554423.0,Large Cap
LT,2023-03-22,2213.95,Within 5% of ATH,5,Capital Goods,Engineering & Construction,504083.0,Large Cap
NTPC,2023-03-10,180.75,Within 5% of ATH,5,Utilities,Power Generation,328523.0,Large Cap
VBL,2023-03-31,277.4,Within 5% of ATH,5,Consumer Goods,FMCG – Beverages,176570.0,Large Cap
BRITANNIA,2023-03-03,4411.95,Within 5% of ATH,5,Consumer Goods,FMCG – Food Products,138427.0,Large Cap
CHOLAFIN,2023-03-06,769.3,Within 5% of ATH,5,Financial Services,Non-Banking Financial Company (NBFC),124334.0,Large Cap
CHOLAFIN,2023-03-06,769.3,Within 5% of ATH,5,Financial Services,Non-Banking Financial Company (NBFC),124334.0,Large Cap
JINDALSTEL,2023-03-03,589.05,Within 5% of ATH,5,Metals & Mining,Steel – Long Products,100259.0,Large Cap
JINDALSTEL,2023-03-03,589.05,Within 5% of ATH,5,Metals & Mining,Steel – Long Products,100259.0,Large Cap
SUPREMEIND,2023-03-08,2752.5,Within 5% of ATH,5,Materials,Cement & Cement Products,54357.0,Large Cap
FEDERALBNK,2023-03-08,135.9,Within 5% of ATH,5,Financial Services,Banks – Public,50305.0,Large Cap
GODFRYPHLP,2023-03-08,2039.05,Within 5% of ATH,5,Consumer Goods,FMCG – Personal Care,48825.0,Large Cap
APLAPOLLO,2023-03-01,1260.45,Within 5% of ATH,5,Healthcare,Hospitals & Diagnostics,43469.0,Large Cap
