Company,Peak Date,Peak Price,Status,Category,Sector,Industry,Market Cap (Cr),Market Cap Category
BHARTIARTL,2023-06-30,878.75,New ATH,0,Telecommunication,Telecom Services,1159408.0,Large Cap
ITC,2023-06-19,453.6,New ATH,0,Consumer Goods,FMCG – Tobacco & Foods,510400.0,Large Cap
LT,2023-06-30,2475.55,New ATH,0,Capital Goods,Engineering & Construction,504083.0,Large Cap
ULTRACEMCO,2023-06-14,8358.3,New ATH,0,Materials,Cement & Cement Products,361512.0,Large Cap
AXISBANK,2023-06-30,987.45,New ATH,0,Financial Services,Banks – Private,332894.0,Large Cap
NTPC,2023-06-30,189.15,New ATH,0,Utilities,Power Generation,328523.0,Large Cap
HAL,2023-06-19,1946.7,New ATH,0,Defense & Aerospace,Defence Manufacturing,303958.0,Large Cap
TITAN,2023-06-30,3047.65,New ATH,0,Consumer Goods,Luxury Goods & Watches,299761.0,Large Cap
BEL,2023-06-30,125.75,New ATH,0,Defense & Aerospace,Defence Manufacturing,282523.0,Large Cap
POWERGRID,2023-06-21,193.65,New ATH,0,Utilities,Power Transmission & Distribution,268741.0,Large Cap
JSWSTEEL,2023-06-30,784.8,New ATH,0,Metals & Mining,Steel – Flat Products,253814.0,Large Cap
TATAMOTORS,2023-06-30,595.55,New ATH,0,Automobile & Auto Components,Passenger Vehicles,246104.0,Large Cap
INDIGO,2023-06-30,2626.9,New ATH,0,Transportation,Airlines,221864.0,Large Cap
NESTLEIND,2023-06-16,2296.85,New ATH,0,Consumer Goods,FMCG – Food Products,215152.0,Large Cap
DLF,2023-06-14,503.7,New ATH,0,Real Estate,Real Estate Development,195253.0,Large Cap
TRENT,2023-06-28,1769.3,New ATH,0,Consumer Services,Retail – Apparel & Lifestyle,179290.0,Large Cap
VBL,2023-06-05,341.02,New ATH,0,Consumer Goods,FMCG – Beverages,176570.0,Large Cap
BRITANNIA,2023-06-21,5069.55,New ATH,0,Consumer Goods,FMCG – Food Products,138427.0,Large Cap
PFC,2023-06-28,174.24,New ATH,0,Financial Services,Power Finance & Infrastructure Finance,135931.0,Large Cap
TVSMOTOR,2023-06-16,1352.85,New ATH,0,Automobile & Auto Components,Two & Three Wheelers,132720.0,Large Cap
TORNTPHARM,2023-06-28,1953.65,New ATH,0,Healthcare,Pharmaceuticals,126255.0,Large Cap
CHOLAFIN,2023-06-30,1142.0,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),124334.0,Large Cap
CHOLAFIN,2023-06-30,1142.0,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),124334.0,Large Cap
BANKBARODA,2023-06-21,198.1,New ATH,0,Financial Services,Banks – Public Sector,123942.0,Large Cap
MAXHEALTH,2023-06-27,609.65,New ATH,0,Healthcare,Hospitals & Healthcare Services,122938.0,Large Cap
SHRIRAMFIN,2023-06-30,347.04,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),119015.0,Large Cap
ABB,2023-06-30,4423.0,New ATH,0,Capital Goods,Engineering & Electrical Equipment,117694.0,Large Cap
MAZDOCK,2023-06-20,653.42,New ATH,0,Shipping & Logistics,Port & Shipping Services,111321.0,Large Cap
MANKIND,2023-06-20,1746.9,New ATH,0,Healthcare,Pharmaceuticals,106298.0,Large Cap
INDHOTEL,2023-06-16,403.25,New ATH,0,Consumer Services,Hotels & Resorts,106031.0,Large Cap
RECLTD,2023-06-28,166.75,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),105210.0,Large Cap
POLYCAB,2023-06-28,3614.05,New ATH,0,Capital Goods,Electrical Cables & Wires,104323.0,Large Cap
CUMMINSIND,2023-06-30,1943.1,New ATH,0,Capital Goods,Engine & Auto Components,99290.0,Large Cap
NHPC,2023-06-30,45.95,New ATH,0,Energy,Renewable Energy – Power Generation,84840.0,Large Cap
SUZLON,2023-06-30,15.3,New ATH,0,Energy,Renewable Energy – Wind Power,83195.0,Large Cap
ASHOKLEY,2023-06-19,83.97,New ATH,0,Automobile & Auto Components,Two & Three Wheelers,71593.0,Large Cap
PRESTIGE,2023-06-14,597.9,New ATH,0,Real Estate,Real Estate Development,69985.0,Large Cap
TORNTPOWER,2023-06-07,687.75,New ATH,0,Utilities,Power Generation & Distribution,67347.0,Large Cap
PIIND,2023-06-21,3972.45,New ATH,0,Chemicals,Specialty Chemicals,65606.0,Large Cap
MRF,2023-06-30,101260.5,New ATH,0,Automobile & Auto Components,Tyre Manufacturing,63628.0,Large Cap
FACT,2023-06-27,462.35,New ATH,0,Chemicals,Fertilizers & Agrochemicals,62313.0,Large Cap
LINDEINDIA,2023-06-14,4589.6,New ATH,0,Chemicals,Industrial Gases,56434.0,Large Cap
SUPREMEIND,2023-06-30,3197.7,New ATH,0,Materials,Cement & Cement Products,54357.0,Large Cap
PHOENIXLTD,2023-06-07,810.8,New ATH,0,Healthcare,Pharmaceutical Distribution,53693.0,Large Cap
IDFCFIRSTB,2023-06-20,82.8,New ATH,0,Financial Services,Banks – Private,50787.0,Large Cap
TATACOMM,2023-06-14,1639.8,New ATH,0,Telecommunication,Tower Infrastructure,50120.0,Large Cap
HUDCO,2023-06-05,61.8,New ATH,0,Financial Services,Housing & Urban Development Finance,43527.0,Large Cap
APLAPOLLO,2023-06-22,1391.4,New ATH,0,Healthcare,Hospitals & Diagnostics,43469.0,Large Cap
NH,2023-06-21,1049.55,New ATH,0,Power,Power Generation,39601.0,Large Cap
APARINDS,2023-06-30,3470.05,New ATH,0,Pharmaceuticals,Pharmaceuticals,38841.0,Large Cap
ASTRAL,2023-06-13,2006.95,New ATH,0,Capital Goods,Building Products & Equipment,38434.0,Large Cap
CRISIL,2023-06-12,4009.8,New ATH,0,Financial Services,Financial Data & Analytics,38174.0,Large Cap
SJVN,2023-06-26,42.0,New ATH,0,Utilities,Renewable Energy,38048.0,Large Cap
KAYNES,2023-06-13,1600.5,New ATH,0,Capital Goods,Electronics Components & Engineering,37750.0,Large Cap
KEI,2023-06-22,2353.6,New ATH,0,Capital Goods,Cables & Wires,37279.0,Large Cap
BLUESTARCO,2023-06-21,800.3,New ATH,0,Capital Goods,Electrical Equipment,36079.0,Large Cap
MEDANTA,2023-06-26,673.25,New ATH,0,Healthcare,Hospitals & Healthcare Services,35095.0,Large Cap
KPITTECH,2023-06-07,1153.2,New ATH,0,Technology,IT Services,34775.0,Large Cap
METROBRAND,2023-06-21,1018.7,New ATH,0,Consumer Durables,Fashion & Lifestyle,33301.0,Large Cap
POONAWALLA,2023-06-08,353.0,New ATH,0,Consumer Goods,Consumer Foods,32247.0,Large Cap
ASTERDM,2023-06-15,305.45,New ATH,0,Pharmaceuticals,Pharmaceuticals,30712.0,Large Cap
