Company,Peak Date,Peak Price,Status,Category,Sector,Industry,Market Cap (Cr),Market Cap Category
BHARTIARTL,2022-09-30,799.9,New ATH,0,Telecommunication,Telecom Services,1159408.0,Large Cap
ICICIBANK,2022-09-14,918.1,New ATH,0,Financial Services,Banks – Private,1058024.0,Large Cap
SBIN,2022-09-20,574.05,New ATH,0,Financial Services,Banks – Public,739972.0,Large Cap
ITC,2022-09-23,346.4,New ATH,0,Consumer Goods,FMCG – Tobacco & Foods,510400.0,Large Cap
SUNPHARMA,2022-09-30,948.65,New ATH,0,Healthcare,Pharmaceuticals,415997.0,Large Cap
NTPC,2022-09-15,175.1,New ATH,0,Utilities,Power Generation,328523.0,Large Cap
HAL,2022-09-12,1307.0,New ATH,0,Defense & Aerospace,Defence Manufacturing,303958.0,Large Cap
ADANIPORTS,2022-09-20,970.25,New ATH,0,Infrastructure,Ports & Logistics,301123.0,Large Cap
TITAN,2022-09-22,2737.6,New ATH,0,Consumer Goods,Luxury Goods & Watches,299761.0,Large Cap
ADANIENT,2022-09-20,3834.55,New ATH,0,Conglomerates,Industrial Conglomerates,292342.0,Large Cap
BEL,2022-09-12,112.85,New ATH,0,Defense & Aerospace,Defence Manufacturing,282523.0,Large Cap
TRENT,2022-09-22,1486.75,New ATH,0,Consumer Services,Retail – Apparel & Lifestyle,179290.0,Large Cap
VBL,2022-09-22,234.1,New ATH,0,Consumer Goods,FMCG – Beverages,176570.0,Large Cap
BAJAJHLDNG,2022-09-14,7144.35,New ATH,0,Financial Services,Financial Holdings & Investments,156463.0,Large Cap
AMBUJACEM,2022-09-20,574.35,New ATH,0,Materials,Cement & Cement Products,152184.0,Large Cap
EICHERMOT,2022-09-22,3748.75,New ATH,0,Automobile & Auto Components,Two & Three Wheelers,150318.0,Large Cap
PIDILITIND,2022-09-15,2901.85,New ATH,0,Consumer Goods,FMCG – Household & Personal Care,146197.0,Large Cap
TVSMOTOR,2022-09-20,1082.15,New ATH,0,Automobile & Auto Components,Two & Three Wheelers,132720.0,Large Cap
SOLARINDS,2022-09-30,3916.8,New ATH,0,Energy,Renewable Energy – Solar,130930.0,Large Cap
CIPLA,2022-09-29,1115.85,New ATH,0,Healthcare,Pharmaceuticals,125961.0,Large Cap
CHOLAFIN,2022-09-07,802.2,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),124334.0,Large Cap
CHOLAFIN,2022-09-07,802.2,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),124334.0,Large Cap
ABB,2022-09-01,3403.7,New ATH,0,Capital Goods,Engineering & Electrical Equipment,117694.0,Large Cap
MAZDOCK,2022-09-30,246.73,New ATH,0,Shipping & Logistics,Port & Shipping Services,111321.0,Large Cap
SIEMENS,2022-09-14,3108.6,New ATH,0,Capital Goods,Electrical Equipment & Power Distribution,109379.0,Large Cap
INDHOTEL,2022-09-15,333.9,New ATH,0,Consumer Services,Hotels & Resorts,106031.0,Large Cap
CGPOWER,2022-09-21,261.7,New ATH,0,Capital Goods,Power Equipment & Electricals,103975.0,Large Cap
SRF,2022-09-13,2826.05,New ATH,0,Chemicals,Specialty Chemicals,91492.0,Large Cap
NHPC,2022-09-22,39.2,New ATH,0,Energy,Renewable Energy – Power Generation,84840.0,Large Cap
ASHOKLEY,2022-09-09,83.28,New ATH,0,Automobile & Auto Components,Two & Three Wheelers,71593.0,Large Cap
FORTIS,2022-09-19,321.05,New ATH,0,Healthcare,Hospitals & Healthcare Services,63620.0,Large Cap
SCHAEFFLER,2022-09-15,3710.1,New ATH,0,Capital Goods,Auto Components & Systems,63589.0,Large Cap
OBEROIRLTY,2022-09-15,1076.7,New ATH,0,Real Estate,Real Estate Development,59922.0,Large Cap
PHOENIXLTD,2022-09-22,714.72,New ATH,0,Healthcare,Pharmaceutical Distribution,53693.0,Large Cap
THERMAX,2022-09-22,2600.0,New ATH,0,Capital Goods,Industrial Equipment,45721.0,Large Cap
CONCOR,2022-09-13,770.4,New ATH,0,Transportation,Railway Infrastructure & Services,44566.0,Large Cap
360ONE,2022-09-20,472.64,New ATH,0,Financial Services,Small Finance Bank,42857.0,Large Cap
ASTRAL,2022-09-09,1945.61,New ATH,0,Capital Goods,Building Products & Equipment,38434.0,Large Cap
ESCORTS,2022-09-30,2127.8,New ATH,0,Automobile & Auto Components,Farm & Construction Equipment,38370.0,Large Cap
KEI,2022-09-12,1596.5,New ATH,0,Capital Goods,Cables & Wires,37279.0,Large Cap
ACC,2022-09-15,2747.7,New ATH,0,Cement,Cement & Cement Products,34012.0,Large Cap
METROBRAND,2022-09-30,916.05,New ATH,0,Consumer Durables,Fashion & Lifestyle,33301.0,Large Cap
SUMICHEM,2022-09-16,524.05,New ATH,0,Chemicals,Specialty Chemicals,32557.0,Large Cap
ASTERDM,2022-09-08,255.6,New ATH,0,Pharmaceuticals,Pharmaceuticals,30712.0,Large Cap
AIAENG,2022-09-20,2679.35,New ATH,0,Capital Goods,Engineering & Construction,30138.0,Large Cap
KIMS,2022-09-30,302.79,New ATH,0,Healthcare,Hospitals,30028.0,Large Cap
JBCHEPHARM,2022-09-14,983.17,New ATH,0,Pharmaceuticals,Pharmaceuticals,27865.0,Large Cap
INOXWIND,2022-09-15,39.47,New ATH,0,Utilities,Renewable Energy,26986.0,Large Cap
NAVINFLUOR,2022-09-15,4807.3,New ATH,0,Materials,Chemicals,26570.0,Large Cap
TATACHEM,2022-09-15,1170.3,New ATH,0,Materials,Chemicals,25510.0,Large Cap
WELCORP,2022-09-22,292.6,New ATH,0,Materials,Chemicals,24785.0,Large Cap
SKFINDIA,2022-09-08,4999.2,New ATH,0,Industrials,Industrial Machinery,24254.0,Large Cap
BRIGADE,2022-09-14,580.5,New ATH,0,Real Estate,Real Estate Development,24130.0,Large Cap
PGEL,2022-09-20,108.79,New ATH,0,Utilities,Power Transmission,22823.0,Large Cap
EIDPARRY,2022-09-16,598.55,New ATH,0,Healthcare,Pharmaceuticals,21979.0,Large Cap
ASAHIINDIA,2022-09-09,686.5,New ATH,0,Materials,Chemicals,20642.0,Large Cap
ANANTRAJ,2022-09-30,97.05,New ATH,0,Industrials,Engineering & Construction,19902.0,Mid Cap
TRITURBINE,2022-09-19,238.4,New ATH,0,Industrials,Power Equipment,19381.0,Mid Cap
VINATIORGA,2022-09-09,2342.45,New ATH,0,Healthcare,Pharmaceuticals,19233.0,Mid Cap
MANYAVAR,2022-09-14,1444.45,New ATH,0,Consumer Discretionary,Apparel,19172.0,Mid Cap
RATNAMANI,2022-09-21,2048.4,New ATH,0,Industrials,Engineering & Construction,18839.0,Mid Cap
ELGIEQUIP,2022-09-09,559.7,New ATH,0,Industrials,Industrial Machinery,17980.0,Mid Cap
GRINDWELL,2022-09-08,2299.6,New ATH,0,Materials,Ceramics,17354.0,Mid Cap
