Company,Peak Date,Peak Price,Status,Category,Sector,Industry,Market Cap (Cr),Market Cap Category
TCS,2021-04-09,3322.25,New ATH,0,Technology,IT Services,1104602.0,Large Cap
INFY,2021-04-09,1441.05,New ATH,0,Technology,IT Services,630992.0,Large Cap
ULTRACEMCO,2021-04-08,6971.25,New ATH,0,Materials,Cement & Cement Products,360947.0,Large Cap
BAJAJFINSV,2021-04-29,1117.66,New ATH,0,Financial Services,NBFC – Housing Finance,312893.0,Large Cap
ADANIPORTS,2021-04-06,835.55,New ATH,0,Infrastructure,Ports & Logistics,301005.0,Large Cap
TITAN,2021-04-09,1592.0,New ATH,0,Consumer Goods,Luxury Goods & Watches,299694.0,Large Cap
ADANIENT,2021-04-06,1225.4,New ATH,0,Conglomerates,Industrial Conglomerates,292216.0,Large Cap
WIPRO,2021-04-30,246.38,New ATH,0,Technology,IT Services,262175.0,Large Cap
JSWSTEEL,2021-04-29,726.5,New ATH,0,Metals & Mining,Steel – Flat Products,253740.0,Large Cap
TATASTEEL,2021-04-30,103.4,New ATH,0,Metals & Mining,Steel – Flat Products,201409.0,Large Cap
GRASIM,2021-04-01,1448.74,New ATH,0,Materials,Cement & Cement Products,187750.0,Large Cap
DIVISLAB,2021-04-30,4062.35,New ATH,0,Healthcare,Pharmaceuticals,176425.0,Large Cap
HINDALCO,2021-04-29,372.15,New ATH,0,Metals & Mining,Aluminum & Copper,154429.0,Large Cap
AMBUJACEM,2021-04-08,320.8,New ATH,0,Materials,Cement & Cement Products,152295.0,Large Cap
PIDILITIND,2021-04-09,1919.8,New ATH,0,Consumer Goods,FMCG – Household & Personal Care,146466.0,Large Cap
CIPLA,2021-04-20,949.3,New ATH,0,Healthcare,Pharmaceuticals,126171.0,Large Cap
CHOLAFIN,2021-04-29,592.5,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),124536.0,Large Cap
CHOLAFIN,2021-04-29,592.5,New ATH,0,Financial Services,Non-Banking Financial Company (NBFC),124536.0,Large Cap
MAXHEALTH,2021-04-20,235.65,New ATH,0,Healthcare,Hospitals & Healthcare Services,123015.0,Large Cap
SHREECEM,2021-04-09,31748.75,New ATH,0,Materials,Cement & Cement Products,110431.0,Large Cap
APOLLOHOSP,2021-04-20,3269.65,New ATH,0,Healthcare,Hospitals & Healthcare Services,107121.0,Large Cap
TATACONSUM,2021-04-20,680.1,New ATH,0,Consumer Goods,FMCG – Household & Personal Care,106191.0,Large Cap
POLYCAB,2021-04-28,1561.1,New ATH,0,Capital Goods,Electrical Cables & Wires,104172.0,Large Cap
JINDALSTEL,2021-04-29,454.25,New ATH,0,Metals & Mining,Steel – Long Products,100208.0,Large Cap
JINDALSTEL,2021-04-29,454.25,New ATH,0,Metals & Mining,Steel – Long Products,100208.0,Large Cap
ZYDUSLIFE,2021-04-30,571.15,New ATH,0,Healthcare,Pharmaceuticals,100135.0,Large Cap
DABUR,2021-04-16,575.0,New ATH,0,Consumer Goods,FMCG – Personal Care,92605.0,Large Cap
JSWENERGY,2021-04-30,109.6,New ATH,0,Energy,Power Generation,91924.0,Large Cap
SRF,2021-04-29,1288.04,New ATH,0,Chemicals,Specialty Chemicals,91368.0,Large Cap
ICICIPRULI,2021-04-26,543.9,New ATH,0,Financial Services,Insurance – Life,89629.0,Large Cap
TORNTPOWER,2021-04-01,427.55,New ATH,0,Utilities,Power Generation & Distribution,67306.0,Large Cap
PIIND,2021-04-27,2609.2,New ATH,0,Chemicals,Specialty Chemicals,65502.0,Large Cap
COFORGE,2021-04-16,634.39,New ATH,0,Technology,IT Services & Consultancy,58521.0,Large Cap
LINDEINDIA,2021-04-26,1925.95,New ATH,0,Chemicals,Industrial Gases,56318.0,Large Cap
MPHASIS,2021-04-09,1802.45,New ATH,0,Technology,IT Services,53287.0,Large Cap
SAIL,2021-04-30,119.5,New ATH,0,Metals & Mining,Steel – Long Products,51285.0,Large Cap
JKCEMENT,2021-04-08,3015.1,New ATH,0,Materials,Cement & Cement Products,51193.0,Large Cap
LAURUSLABS,2021-04-28,474.7,New ATH,0,Pharmaceuticals,Pharmaceuticals,47595.0,Large Cap
THERMAX,2021-04-28,1500.45,New ATH,0,Capital Goods,Industrial Equipment,45786.0,Large Cap
LTTS,2021-04-09,2911.85,New ATH,0,Technology,IT Services,45597.0,Large Cap
KPRMILL,2021-04-30,275.49,New ATH,0,Materials,Textiles – Technical Products,40068.0,Large Cap
TATAELXSI,2021-04-30,3480.1,New ATH,0,Technology,IT Services & Embedded Systems,37967.0,Large Cap
KPITTECH,2021-04-07,198.8,New ATH,0,Technology,IT Services,34827.0,Large Cap
